SK_MATRICULA;LAT_GEO;LONG_GEO
541F1C57A6D93482417256D4AAAB6C56237876A8FE8F61CA6C29F338167F0F39;-12.94227679894903;-38.37505780926395
2B6BF6C5E90AD5011632B56C1B8B338618FB596BCFFC5ACD9D008166672A630B;-12.94404522492207;-38.37497296867947
201CC2DDC831B2DB87977631B551C31A667DB639E24B34D4C7C96EBF981FE568;-12.942008519419039;-38.37510008870444
F56F02F0A94686D52C53202FD1EC3B0F74C02FBB66683C664C633315C42C4A0E;-12.941813441590158;-38.37497101459227
52AAA0C59EB8D5A3488987EDF277BD8F92CF7A5AA2E7800C234B76E0F0FCB7AF;-12.9419483249926;-38.37496019239552
07BF9585B3E4A725523A1CDA3F0B25CCAEF1CA86F6B76AA508DDF254CED7D99B;-12.942211099183632;-38.3750478232951
30111F82A2476CF0CEEF6B4D4ABD7F3477B223A8C31ED6473258CB85556FA461;-12.9473467527107;-38.37430814614142
6F5E0936B280D3DB33987FC02AE320FD40D1B9E75906C4273F67FBF213A5DAAC;-12.943927209149606;-38.37430131356097
B71F21BD271DD0F2F2CA0E693D1D3F9CB787F49F16FC16BD346B7F1E00584FA6;-12.947169138628189;-38.37419473315938
11789CC9F38786492BB9F516A5D0AEA059760E7C0CCDA3555A7BA43E23CA9158;-12.946799429604582;-38.37420452463641
5374DD96046795EA791B930EB478CF3B4E9907AC2E7BCE30C59E85AAC226A4A5;-12.946606631218922;-38.37423820170763
D9D831FFB4032B41BE7C3FE8FB0CE394EBEE2757331F59040DAE7E3D91B21A7C;-12.950527792132842;-38.37419474837896
4243E3A07E9ADC5A17C694AE12C6E6E94EE33223A55E83C3E761CE8E7EE7B244;-12.948089989744158;-38.374188435348096
DC2E13FB0AA28E9D1DEB1182E2A56121A517F9739E29C606ECCDD6E70D22FBCF;-12.946512470230518;-38.37484859109545
84FD43B116EBF13A3C2967176E7F7256A64AD55277E280CF35780CF449866FFC;-12.944177365711166;-38.37411977709808
FA44C6E74EAFCAAA4D80F77CBFD90D0574D57844E9399E45991B8EFC37C80FED;-12.946505083360567;-38.37419601893268
4781FEA8A77FB004E6350F61F2CD60C097DCA2F8994042964AEA2BFBB7F7FF31;-12.947130647516222;-38.37422788830015
3AD0B759440480348C380504F6BC1F912BCEEF4DEE9AE9B60642E888BB7B5739;-12.944243856103675;-38.374083287268384
52BA5D675E7D7EDFB68C9A0B90EE659D9EA09005F59CD61FBA74997CFB7675F2;-12.944499566834027;-38.37480766005182
812EE90548EFEADC7339E70CC6701E04CF3CF4E93024AD3341FF53AAEF66D66E;-12.94629354293116;-38.37512408469909
BF9D1DBD09B176ADC38B1FDC42AE3C32CA614D39C17D7760CE2B5104439A5645;-12.947041535418299;-38.374521388295136
